"speaker","cleaned_text"
"multiple students","multiple answers"
"teacher","let s student d"
"student","number of students i mean number of cavities per student"
"teacher","i like that per in there too okay number of cavities per student okay student e got that down got that written down okay can you think of a way that you can figure out what the middle number of cavities with all of our data would be like if we lined all the kids up who would be in the middle if we had people with zero at one end and people with the most at the other end how could you use our data kind of like to figure out who would be in the middle student m"
"student","six"
"teacher","how do you figure that out"
"student","because it s inaudible"
"teacher","what s that you ve explained what you re saying"
"student","zero one two three four five and then inaudible"
"teacher","so you re saying six would be the middle number"
"student","yes"
"teacher","okay how did you figure that out though"
"student","because when i was counting zero i did one two three four five six and then when i was counting seven i did inaudible"
"teacher","so you counted the numbers along the bottom okay anybody else have a different way of kind of lining up our data to see what number would be in the middle student b"
"student","if you inaudible biggest number inaudible"
"teacher","so you agree with student t by taking half the biggest number that the middle number would be six"
"student","if you could cross off inaudible"
"teacher","come on up inaudible"
"student","inaudible"
"teacher","inaudible okay come on up want to grab somebody to help you out pay attention up here so these gentleman are going to show us how we can find the middle person if we lined everybody up"
"teacher","when you re ready with your plan can you come up and tell us"
"student","i have a different way"
"teacher","i think you guys are coming up with i don t think your plans are the same student a why don t you tell us your plans first about trying to find the middle person"
"student","that you cross off inaudible"
"teacher","okay can we do that by pointing okay so"
"student","we could cross out 12 then cross out 1 then cross out 11 then"
"teacher","do we have anybody 11"
"multiple students","no"
"teacher","so let s do that actually with a marker and see if that works so student a says look at this person and match it up with this person okay what would we do next inaudible up here can you move your seat up here please so we go to this person next and this person they got little heads do one at a time okay is this the next person who was added or is it this person"
"student","that person"
"teacher","this person and actually it was this person because we re starting from the bottom over here this person and that person"
"student","and then the last one has seven"
"teacher","this one"
"student","and then the last one has"
"teacher","okay student c is that excellent behavior outstanding behavior is that outstanding behavior"
"student","top one from six and the inaudible one and the bottom of six and the one at two"
"teacher","hopefully you guys are doing this at your seats"
"student","i have a question when you finish"
"teacher","okay keep going"
"student","inaudible on top of five inaudible the one of three"
"teacher","try and find the middle"
"student","inaudible"
"teacher","so there guys are kind of both in the middle yep"
"student","inaudible like that and like that"
"teacher","well let s think about this now if there s one person here and five people over here are they equal"
"student","no"
"teacher","no okay"
"student","inaudible that s how i got to the six that i was doing"
"teacher","okay so what you re doing student j is you re finding out the middle number of cavities we re looking at the middle number of the people"
"student","oh"
"teacher","anybody else have a different way that they could find out the middle number we said it s going to be between these two anybody else find a different way remember from last year you re going to need your other page not with your line plot on it yes sir"
"student","you can also do the number inaudible divided by two"
"teacher","we could do is it 22 divided by 2 which is"
"student","eleven"
"teacher","eleven and what would we do from there"
"student","find how many are inaudible"
"teacher","okay so we could say one two three four five six seven eight nine ten eleven one two three four five six seven eight nine ten eleven"
"teacher","so these two people are the middle again all right we could also line them up how many people had zero"
"student","inaudible"
"teacher","five people so let s do this on the page that we re not using our line plot on so we re going to do five people with zero one two three four five people student c how many people have one yes sir"
"student","one"
"teacher","one how many people have two student z you copying this down student a"
"student","one"
"teacher","one number of people who have three cavities yes"
"student","one"
"teacher","one number of people who have four cavities"
"multiple students","three"
"teacher","three how did you get that student a i know you got it before other people in your group"
"student","looked at the line plot"
"teacher","looked at the line plot okay number of people who have five student c"
"student","four"
"teacher","four anybody have six"
"student","yeah two"
"teacher","two people have seven"
"student","three"
"teacher","eight"
"student","inaudible"
"teacher","nine"
"multiple students","zero"
"teacher","ten"
"student","zero"
"teacher","eleven"
"student","zero"
"teacher","twelve"
"student","one"
"teacher","one"
"student","why are we doing this"
"teacher","we re trying to find the middle the middle of all of our data we have 22 people if we have 22 people how many numbers should we have up here"
"student","twenty two"
"teacher","let s check one actually who wants to come up and check student r come on up and make sure that there s 22 twenty two pieces of data twenty two people"
"student","four six eight ten twelve yep"
"teacher","so this is kind of like lining up the class the people who have zero how many people have zero those five people would be lined up here then the people have one cavity then the people have two cavities then three and lined up like that so how could we find out who is the middle the middle pieces of data student d"
"student","the inaudible of the whole number"
"teacher","what do you mean"
"student","inaudible and this has to be in between"
"teacher","so how could so six so the people who have six do they look like they re halfway in the middle of the line"
"multiple students","no"
"teacher","no not really"
"student","inaudible i could show my strategy"
"teacher","what s your strategy okay come on up and show us do you need somebody to help you"
"student","yeah"
"teacher","okay get that person so we need everybody facing forward"
"student","can we erase"
"teacher","sure so tell us what you re doing"
"student","like that was 12 inaudible the zero"
"teacher","tell us what you re doing"
"student","we re erasing the eight inaudible another zero i m erasing another zero i m erasing another zero another zero"
"teacher","so you re erasing one piece of data from each end at a time"
"student","yeah now i m erasing a one a two a three a four inaudible and then the last one we have is a inaudible"
"teacher","is that what we had before"
"student","yeah"
"teacher","so what would be the middle number of cavities that our class would have what would the middle number of cavities that the kids in this particular classroom would have student v"
"student","four and five"
"teacher","can you have four and five at the same time but does anybody in this classroom have 45 cavities"
"multiple students","laughter"
"teacher","so that wouldn t be the middle"
"student","we got nine"
"teacher","would nine be the middle i mean nobody has nine would nine be the middle number of cavities student a"
"student","five"
"teacher","why would five be the middle"
"student","because it s closer to the half"
"teacher","i though we said that our half was between four and five"
"student","inaudible"
"teacher","student k"
"student","two and a half"
"teacher","what s that"
"student","two and a half"
"teacher","why two and a half"
"student","because it s half of inaudible five inaudible four inaudible"
"teacher","let s take a step back because we lined up all of our pieces of data we said all the people had zero were down here the higher numbers like 12 were over here we got them and we found that one person who has four right here another person has five right here they were the middle of our line so can you have four and five cavities at the same time"
"multiple students","no"
"teacher","no what s that"
"student","inaudible"
"teacher","no it doesn t it doesn t mean you have nine cavities"
"student","you got four cavities and then"
"teacher","these are two separate people this is one person with four one person with five student a"
"student","inaudible"
"teacher","well our middle number might not be a real number what s between four and five"
"multiple students","multiple answers"
"teacher","one is between four and five"
"student","inaudible"
"teacher","three is between four and five yes sir yeah there is we just did a whole unit on fractions student j"
"student","four and a half"
"teacher","four and a half so the middle number of all the students in this classroom would be four and a half cavities does anybody in this classroom have four and a half cavities"
"multiple students","no"
"teacher","is it possible to have four and a half cavities"
"multiple students","no"
"teacher","so you could say it s between four and five cavities it would be nice to just have half a cavity but it just doesn t happen that way all right we re going to make some statements i m going to give you guys about five minutes in your group to make some statements about our data but before we do that i need everybody sitting up real straight and facing the front"
"teacher","i need everybody sitting up really straight and facing the front don t have everybody doing that facing the front student j can you join us facing the front thank you which is easier to tell different things about this class looking at the data when it s like this or the data when it s on a line plot and i want you to discuss this in your group for about a minute and tell why you could decide this is easier to tell things about this class or this is easier to tell things about this class and why so we ll give you about a minute to discuss it with your group"
"teacher","so it s easier to tell how many people have five cavities on here then here why how how many people have five cavities but looking at a line plot"
"student","inaudible"
"teacher","how many people have them on here i noticed you could tell a lot quicker by looking at the line plot why"
"student","inaudible"
"teacher","all right so student d i have to ask you a question is that outstanding behavior"
"student","no"
"teacher","so student e was saying that if you look over here you could say that if you re talking about the people that have five cavities you could say very quickly you could say that there s four people but over here how would you tell that there s four people who have five cavities kind of the same people who are looking for that higher grade on their report card yes ma am"
"student","because you have to go by order like you have to go by which number has five"
"teacher","so when you re saying you have to find you have to really kind of search through the data okay this one is a lot more organized it s a lot more easier to find things then this do they have the same data do they have the same data"
"multiple students","yes"
"teacher","they do have the same data"
"student","but its more confusing"
"teacher","this is a lot more confusing isn t it"
"multiple students","multiple answers"
"teacher","right exactly so you really have to search through here here the data is right in front of your face yes ma am"
"student","inaudible"
"teacher","they re all mixed up right they re not in any kind of an order are they in an order over here they are what s that more visual this is more organized than this is yep student a"
"student","this is sloppy"
"teacher","this is sloppier it looks like what i can t hear you we re being recorded be nice yes yes so this is more messy than that is it that what you re trying to say that s what i thought okay student j guys i can t really hear student j"
"student","when you have the 1 2 3 4 5 stuff like that"
"teacher","yep the student numbers"
"student","inaudible that you might not think the zero is actually a number inaudible you might think that it s one"
"student","inaudible"
"teacher","so which piece of data are you talking about up here"
"student","say like there a number two they might think like that s it but not that"
"teacher","that it s two cavities and not seven cavities"
"student","yeah"
"teacher","perhaps yeah this is labeled it s much more organized yes sir"
"student","and also the numbers get confusing in inaudible"
"teacher","in what way"
"student","you might think it s 50"
"teacher","i think we kind of knew that when we figured out when we were setting up our data so let s think of some of the sentence starters we had the other day when we were talking about making statements what were some of the statements sentence starters we had when we were making our statements about our data from the other day student c"
"student","less than half"
"teacher","less than half of what"
"student","less than half of the students"
"teacher","of the students good"
"teacher","what are some of the other sentence starters that we had student s"
"student","more than half of the students"
"teacher","more than half of the students the other day we were talking about classes so we said we had classes instead of students student j"
"student","inaudible"
"teacher","talking about classes"
"student","no students"
"teacher","no students student j what would you call the way we collect this data it begins with an s you used that word the other day you said we d have to take a"
"student","survey"
"teacher","survey to get this data we d actually have to go around and say how many cavities do you have how many cavities do you have so we d have short surveys any other sentence starters that we heard from the other day student d"
"student","most of the students"
"teacher","most of the students and when we re talking about most of what are we really talking about student f did you have your hand up when we re talking about most of the students what are we really talking about yep more than half or almost all almost all are most of the students here today"
"multiple students","multiple answers"
"teacher","okay yeah almost all the students are here today yes ma am"
"student","all the students"
"teacher","all the students did we have any other statement starters that we used"
"student","inaudible starters we had all students"
"teacher","we had inaudible okay we ll let s just talk about the statements that we re making yes"
"student","the medium"
"teacher","okay for right now i just want to build statements using these i want you to try and find make five statements that will give you a level two if you can make actually that would be a level two if you can make two statements for each of these that would be a level three i think we can do it let s spend about ten minutes tops and we re going to write them on the page we wrote the data down originally not on the page where we have our line plot not on the one where we have our line plot"
"teacher","okay so let s get going and then we ll have some statements that we ll talk about together we ll see if it s true make sure that you can prove whatever your statement is side conversation students working on statements"
"teacher","did you guys come up with any statements okay you still have a page with the data on it to make your statements that s where i want them to go not on the line plot but on the page you did them on the same page yeah you didn t label this so let s open it up together so you can see your line plot and your data that way you can make your statements students working on statements"
"teacher","can you prove that can you prove that by looking at your line plot"
"student","because the number goes up to inaudible"
"teacher","okay so no one inaudible statement"
"student","no one has more cavities inaudible"
"teacher","okay well i m hoping that you can work independently you ve done a lot of work on this inaudible side comments students working on statements"
"teacher","is that using the statement starters"
"teacher","on your line plot title it s number of cavities per student not just number of cavities students working on statements"
"teacher","say that again"
"student","inaudible"
"teacher","so what would half be in this group"
"student","six"
"teacher","how many pieces of data are there how many students are there"
"student","eleven"
"teacher","eleven okay so if you re saying more than half or less than half you re going to have to talk about the number eleven well as long as it starts out with one of our statement starters so when you re done with your no statements you have to move on to your other ones students working on statements"
"teacher","student j would you like to work with this group up here for this part so what statements are you guys coming up with can you read them to me"
"student","no students have nine ten or eleven cavities"
"teacher","and how can you prove that"
"student","because if you look on the data you see that nine ten or eleven has no x s"
"teacher","okay"
"student","and inaudible muffled"
"teacher","can you prove that by looking at the line plot"
"student","yep because when you look at zero inaudible"
"teacher","the bottom of your line plot says number of cavities so these numbers mean number of cavities so what does this mean here inaudible"
"student","inaudible"
"teacher","so does your statement says no students have more than five cavities it looks like there s inaudible student has eight cavities is that more than five cavities"
"student","oh"
"teacher","i think you re confusing what the x s are and what the numbers mean"
"student","so inaudible more than 12 cavities"
"teacher","that would be true how could you prove that inaudible highest number and nobody has more cavities right"
"student","inaudible"
"teacher","most of the students have zero cavities inaudible is there only three people that have"
"student","no five"
"teacher","okay so five out of how many"
"student","inaudible"
"teacher","is that most"
"student","inaudible"
"teacher","you can write anything you want as long as it makes sense and you can prove it you said most of the students have zero cavities that s only like if i looked at this there s only five but there s all these other ones that have at least some cavities how many people have out of all the kids in this classroom have at least one cavity"
"student","who us"
"teacher","the data that we collected"
"student","have at least one"
"teacher","have at least one"
"student","inaudible"
"teacher","can you prove that what s that you re confusing the numbers what do the numbers mean"
"student","numbers of cavities"
"teacher","cavities what do the x s mean"
"student","number of students"
"teacher","number of students so if we say how many kids don t have i mean have at least one cavity are we counting the x s or the numbers"
"student","the numbers"
"student","the x s"
"teacher","the x s how many kids have at least one cavity you re counting inaudible any cavities so we inaudible count the ones with the zeros"
"student","inaudible"
"teacher","seventeen kids have at least one cavity that s correct because you counted the number of zeros so inaudible can you hold that though so can you think of a most statement that would go with that though seventeen out of twenty two that s almost all of them right what were we just talking about when we counted them have at least"
"student","one cavity"
"teacher","okay so most of these students have at least one cavity is that true"
"student","how about more than one half of the students have cavities"
"student","inaudible muffled"
"teacher","less than half the students have zero cavities how can you prove that"
"student","inaudible there s only five"
"teacher","out of how many"
"student","out of twenty two"
"teacher","out of twenty two that don t have any cavities you are correct student b you think you can handle being over here again you don t have to okay i d like to keep your points up"
"student","what do we do when we re done"
"teacher","how many statements do you have"
"student","ten"
"teacher","okay you could add some more timer beeping did you talk to your partners over there because they re there to help you okay let s talk about less than half of the students let s come up with some statements less than half the students"
"student","less than half the students have zero cavities"
"teacher","is that true"
"multiple students","yes"
"teacher","okay how many students have zero cavities"
"multiple students","five"
"teacher","five out of how many what would half of the class be"
"student","eleven"
"teacher","eleven so if we re just talking about these five is that less than half"
"student","yes"
"teacher","that s a lot less than half i want to come back to something before we go on with this originally when we were talking about where would the middle number be if we lined up we said six but when we did it before we found out it s somewhere between four and five"
"student","four and a half"
"teacher","four and a half why would you say somebody would have chosen six yes sir"
"student","inaudible coughing"
"teacher","because we re doing half of this number half of the number 12 is 6 but we re counting actually the middle of the data not the middle of the number of cavities so here we have 1 2 3 4 5 6 7 8 9 10 11 here we have 1 2 3 4 5 6 7 8 9 10 11 so the middle is between four and five the number of cavities half the class has less than four and a half half the class has more than half right student k if we say the middle number of cavities is four and a half we can say half the class has less than four and a half 1 2 3 4 5 6 7 8 9 10 11"
"teacher","more than half the class has more than four and a half cavities 1 2 3 4 5 6 7 8 9 10 11 okay so that s where the middle number is student a"
"student","inaudible"
"teacher","side comment okay so who gave us our first statement student j you said student k you don t seem to be paying attention and i did ask you to move up here three times now a little bit more well you re not a little bit more please"
"student","less than half of the students has zero cavities"
"teacher","okay so we said half the class would be eleven but only five so less than half the class has zero cavities is that a correct statement"
"multiple students","yeah"
"teacher","okay so we have one statement for less than half anybody else have another statement for less than half what s that not right now no student a"
"student","less than half of the students have three or less cavities"
"teacher","okay so less than half the students can you come up here and prove it have less than three cavities everybody should be looking up here"
"student","because the total is 22 and the number is only 8 here"
"teacher","so say it again"
"student","there s 22 total and there s only 8"
"teacher","so what s your statement though"
"student","that less than half of the students have inaudible cavities"
"teacher","okay so can you prove it by showing us on the line plot"
"student","yes because inaudible here and the total is inaudible"
"teacher","okay so if you re talking about just this part from there over there s eight students so eight students have three or less cavities out of 22 and we said half would be 11 so that would be true so we got two statements less that half how about a more than half statement come on guys you had ten minutes i m sure there s some people that have more information than that"
"student","inaudible"
"teacher","more than half more than half we ve already had two statements for less than half"
"student","i don t have more inaudible"
"teacher","student e"
"student","more than half the students have at least one cavity"
"teacher","so more than half the students have at least one cavity can you come up and prove that on a line plot"
"student","inaudible"
"teacher","we might get around to that too we ll see if that s true so more than half the students have at least one cavity"
"teacher","you can do it i know you can so you say more than half the students have one or more cavities"
"student","0 1 2 3 4 5 6 7 8 9 i mean 0 1 2 3 4 5 6 7 8 and 12 have at least inaudible"
"student","you re not supposed to count zero"
"teacher","why not student j"
"student","because they don t have cavities"
"teacher","they don t have cavities"
"student","oh"
"teacher","so how many students have one or more cavities"
"student","1 2 3 4 17"
"teacher","so 17 out of 22"
"student","yes"
"teacher","is that more than half"
"student","yes"
"teacher","it is more than half okay now student j student j had the same statement but he didn t use student j s group at least i m not sure who came up with it they didn t use the more than half of the students have one or more cavities what did you guys say"
"student","most of the students have one or more cavity"
"teacher","does 17 out of 22 sound like most"
"multiple students","yeah"
"teacher","how many is it not including if we say 17 out of 22 how many are we leaving out"
"student","five"
"student","six"
"student","five"
"teacher","five just these five okay so if i just leave out these five and i m talking about all these other people does that seem like most of the students"
"multiple students","yes"
"teacher","it does but it s also more than half isn t it because we said more than half would be"
"student","eleven"
"teacher","eleven students so seventeen is a lot more than that right so we could use that on both okay student h you got one"
"student","more than half of the students have cavities"
"teacher","okay so how did you prove that"
"student","because inaudible 17 students"
"teacher","seventeen students what"
"student","seventeen students have cavities"
"teacher","have cavities okay"
"student","that s more than half"
"teacher","and you counted the same as student e you counted just the people who had one or more you counted all these x s and left these out okay good anybody come up with a no students student h"
"student","inaudible"
"teacher","is that true"
"student","yeah"
"teacher","okay so how do we prove that no students have more than 12 cavities student l we re up here facing this way facing this way"
"student","i am"
"teacher","turn your body so you re facing this way she says no students have more than 12 cavities how can we prove that student j"
"student","because there s only one student that has 12 cavities"
"teacher","but she said no students have more than 12 cavities how could you prove that on a line plot yes ma am"
"student","because the highest number is 12 and inaudible"
"teacher","we don t have any data above 12 students so that s correct did anybody come up with all of the students"
"student","inaudible"
"teacher","you have another statement for no students"
"student","yes"
"teacher","student j you haven t had a chance student j a no students side conversation student j so you said i can t really hear you one of the reasons i can t hear you is because this group is talking"
"student","no students have 9 10 or 11 cavities"
"teacher","how did you come up with that statement of no students have 9 10 or 11 cavities"
"student","because inaudible"
"teacher","i can t hear you i agree with you but i want to hear how you came up with it saying that there s no students have 9 10 or 11 cavities what s that"
"student","inaudible"
"teacher","on the line plot it doesn t say that there s nobody how do you know by looking at this line plot how can you tell nobody has 9 cavities nobody has 10 cavities nobody has 11 cavities"
"student","inaudible"
"teacher","there s no x s there you re right there s no x s here so that means there s no people there either because one x equals one person okay so anybody have anything for all of the students yes"
"student","all of the students have cavities"
"multiple students","multiple answers"
"teacher","a lot of people are disagreeing can you prove that"
"student","no half of the"
"teacher","you said all of the students have cavities can you prove that"
"student","because 1 2 3 1 through 12 have cavities"
"teacher","one to twelve what these numbers down here mean the number of cavities that s why we wrote down here number of cavities"
"student","have cavities"
"teacher","okay student j you said no that wasn t correct student j you said that wasn t correct"
"student","inaudible"
"teacher","how can you tell"
"student","because she said all of the students have cavities and 9 10 and 11 does not have cavities"
"teacher","but are these students"
"student","well no but on zero"
"teacher","oh how many students have zero cavities"
"multiple students","five"
"teacher","so you can t say that all of the students have cavities because one two three four five have none at all"
"student","can you say half"
"teacher","half what"
"student","have cavities"
"teacher","can you prove that"
"student","because some of them have cavities and some of them don t"
"teacher","but you said half"
"student","yeah"
"teacher","what is half of the data that we have up here"
"student","okay"
"teacher","how many people do we have altogether"
"student","total"
"teacher","yes"
"student","twenty two"
"teacher","twenty two what s half of 22"
"student","eleven"
"teacher","so whatever you re statement is if you re going to say half it has to be 11"
"student","oh"
"teacher","in the meantime anybody else have another statement"
"student","yeah"
"teacher","yes"
"student","all of the students have inaudible"
"teacher","no or more cavities"
"student","none"
"teacher","does that make sense"
"student","no"
"teacher","then why are you saying it all right so one more question before i move on how is it easier to make these statements using the line plot then if you just used all your data that was not organized how is it easier to use this to make these statements student j"
"student","because you already have the number of cavities than inaudible information inaudible you have to look through it"
"teacher","you have to look through the whole thing here what makes this easier"
"student","it tells you the number of cavities inaudible"
"teacher","so what do you mean by here looking at the line plot how does you re saying this is easier than if we just had all the data all mixed up so you said looking through the data we have to just go through it all it s not organized but how does this make it easier"
"student","because on the bottom it already has the number of cavities"
"teacher","okay"
"student","so then you just have to count the number of people"
"teacher","okay all right so what i need you to do is get out your math notebook write down today s date and i m gonna write an equation up on the board and what i want you to do is show some way that this equation is either true or it s not i want you to work for a couple of minutes until i go like this i want you to do it on your own without any help after i put my hands up like that i m gonna give you a couple moments to talk to with your group and then we can talk about it as a whole group so i m gonna put this equation up on the board that i want you to copy can we anybody can anybody read that while we re writing it down yes sir student b"
"student","one half plus two sixths equals five sixths"
"teacher","okay all right so i want you to work for a couple of minutes any way that you can prove that that is true or maybe you think it s false anything that you can do to prove that s either true or false"
"student","can we work inaudible"
"teacher","you cannot you have to work on it independently right now when i give you the signal then you can work with your neighbors and then we ll come together and work as a whole class so right now i m gonna come around to just watch what you re doing see if you write down if it s true or false and why you think it s true or false make sure you have the date on top of the page you won t be needing this calculator sir you can put it away so what are you doing with the multiplication there"
"student","i was thinking that like maybe inaudible two times two equals four"
"teacher","okay"
"student","inaudible"
"teacher","any particular reason you re doing it that way"
"student","because like i want to see like if it s like the right answer"
"teacher","okay so what are you doing with your rectangle"
"student","inaudible six pieces and i m gonna draw half of it inaudible to see if that actually equals inaudible"
"teacher","okay yes"
"student","can i get a ruler"
"teacher","no you don t need a ruler i see a couple people drawing some rectangular pictures that would certainly help me right gonna be hard for other people to work around you well we re gonna be getting help in a few moments but i want a few moments for you to work on it on your own see what you can do what s that"
"student","i got inaudible multiply these two inaudible"
"teacher","so how do you know that that s true what proves that it s true"
"student","here one times six is six two times six is 12 so this is gonna be 12 and two times two is four so i add these two up"
"teacher","so what was the reason that you did it that way"
"student","because because this is my first way this is my first way inaudible"
"teacher","okay but why did you do it this way"
"student","because every time we go to teacher s class i remember that he taught he taught me"
"teacher","you remember why it works you just remember that he taught you that"
"student","yeah"
"teacher","okay all right we ll talk about that in a moment okay if you want to start talking with your neighbors to see the way they solved it and talk about why you think it s true and what whether it s true or not you can do that for a few moments"
"teacher","yes"
"student","can i inaudible"
"teacher","you asked that question a few moments ago i said we don t have time to do that right now so what are you guys doing"
"student","inaudible one half is the same thing as three sixths"
"teacher","can you prove that they re the same thing"
"student","yeah because three is half of six"
"teacher","okay"
"student","so then that s the same thing you can add the two sixths equals five sixths"
"teacher","okay so you re saying it is true then and she says it s false why are you saying it s false"
"student","because inaudible"
"teacher","what s that"
"student","i didn t change anything"
"teacher","okay so how come you changed the top how come you added the top but you didn t add the bottom"
"student","you re not supposed to add the bottom the bottom you have to keep the same if it s the same number"
"teacher","okay what do you mean if it s the same number"
"student","like the denominator if it s like six and six then you keep the six"
"teacher","you want to show this on the board to the class all right student b s gonna show us one way that he came up with something i m if you found a different way to do things after student b is done we ll be we ll have some other people go up and participate but you might even have the same way as student b so let s see what student b has to do first so let s have everybody facing the front pencils down student b don t start yet cause everybody s not really paying attention to you"
"student","inaudible"
"teacher","okay you can explain and student b explain loud enough so that i can hear it all the way back here"
"student","all right i put the one half right here and i changed the half into three sixths because three is half of six so that s the same thing as a half and i take the two sixths and i put it right here and i added and it equals five sixths"
"teacher","so you re saying it is true"
"student","yes"
"teacher","okay nice job student b i m not looking for we re not done with this one just yet what do we call what student b just did with the one half and the three sixths we had a name for those student b said they re the same thing but we have a more mathematical term to use that means it s the same thing"
"teacher","student j you think you know what do you think it is"
"student","equivalent"
"teacher","yeah they re equivalent fractions all right did"
"student","inaudible"
"teacher","why would you say it s three eighths is three eighths the same thing as half"
"student","no"
"teacher","but is three sixths the same thing as half"
"multiple students","yes"
"teacher","what s that student k"
"student","yes"
"teacher","okay"
"student","inaudible"
"teacher","oh so student k how did you think the answer to one half plus two sixths is three eighths what did you do to do that"
"student","i put i put one half plus two sixths i added the one and the two and then inaudible"
"teacher","could you use some math language to tell us what you were doing"
"student","i kind of like cross multiply but i didn t i did it like across"
"teacher","but but what are you adding"
"student","the numerator"
"teacher","okay so you added the numerators the one and the two and you got three"
"student","and i added the denominators"
"teacher","the two and the six and got"
"student","eight"
"teacher","eight okay hold on to that thought we re gonna come back to that did anyone use a picture diagram to prove that this is either true or not let s have a girl this time student l and can you use the black marker that student b is gonna use and can you make your picture large enough so that all of us can see it okay"
"student","do i have to inaudible"
"teacher","oh that would be lovely"
"student","i drew six pieces and i shaded in half of it and then i shaded in two sixths of it and i went one sixth and one sixth equals two sixths and half and half and half equals three sixths i added these up and it equals five sixths"
"teacher","student v you look like you have a little confused look on your face"
"student","i have a question"
"teacher","okay"
"student","half and half equals a whole could half and half and half equal three sixths did you add the denominator and the numerator"
"student","you can t add the denominator you can only add the numerator"
"teacher","numerator numerator"
"student","the numerator"
"teacher","kind of like almost like number numerator"
"student","numerator"
"student","sometimes inaudible"
"teacher","okay"
"student","because like in the situation student b did like how inaudible disagree because they added the numerator"
"teacher","hard word numerator"
"student","they added they added the one and the one half the numerator one plus two the numerator and two sixths and got three sevenths"
"student","three sevenths"
"teacher","does anybody see i i love i love student l s drawing but what she said she was doing and what she actually wrote down are not the same let s have everybody put all pencils and pens down you should be paying attention up to the board can anybody help student l out cause i love her drawing i like what she said but then what she wrote was not the same thing student a"
"student","because when she said that she was doing one half then she put she ended up putting three halves"
"teacher","you did so the top part is all one half just like you shaded in but then you wrote one half plus one half plus one half that whole top section there can you can you show us what was half okay but you said one half plus one half plus one half"
"student","that s only one half"
"teacher","we only had one half once okay"
"student","she thought the squares were inaudible"
"teacher","she did think the what did you say student j"
"student","inaudible"
"teacher","who well we re worried about what we re gonna get back to student k s in just a few moments but do you have any comments on what student l did"
"student","no"
"teacher","okay so student l if i can let me just ask you if this is what you did you said this whole section right up here is a half because you knew that three sixths was a half like half of the whole shape"
"student","yep"
"teacher","so this whole thing is a half"
"student","yep"
"teacher","so maybe you re labeling can be labeled up here cause is this correct"
"student","no"
"student","yeah"
"student","oh oh yes"
"teacher","is this correct"
"multiple students","yes"
"teacher","okay and this is correct"
"multiple students","yes"
"teacher","okay but she said she knew this she colored in half of it she colored in half of it and it was also three sixths the same thing keep your chair down please thank you all right all right anybody else have any different way than we already did to prove that that s either oh i forgot to ask you did you do you think that the statement one half plus two sixths equals five sixths is true or not"
"multiple students","yes"
"teacher","okay okay does anybody have a completely different way to do it student a do you have a black marker here trying to get to everybody student j"
"student","what"
"teacher","and if anybody has an questions when the person up there is done is presenting please ask them"
"student","are we filming right now"
"teacher","yeah"
"student","inaudible"
"teacher","are you gonna explain it to us"
"student","i did i started with the whole and then i minused it by half inaudible three sixths then i did three sixths plus two sixths which got five sixths"
"teacher","okay it looks like you got a lot of questions here"
"student","i don t understand how did you know one half equals three sixths well how do you know that six sixths minus half equals three sixths"
"student","because three is half of six"
"teacher","so are you doing that whole equivalent fraction thing again where thee sixths is the same thing as one half okay can you prove that with a picture"
"student","yes"
"teacher","actually student l kind of already did can i borrow the marker for a second so student l was saying she made sixths and she said if she was gonna make half that would be three of the sixths okay so she was saying this whole thing here up here was one half to begin with so is that kind of what you re saying okay anybody have any more questions for don t leave yet anybody have any more questions for student a"
"student","how can you like"
"teacher","how can you subtract okay"
"student","cause i want to know is that you inaudible"
"teacher","you can definitely subtract fractions go ahead explain to her"
"student","i started with a whole and i subtracted one of the fractions"
"teacher","okay"
"student","from the other inaudible"
"teacher","okay anybody have more questions for him what made you think of starting with a whole"
"student","because i wanted to know if i could get to another sixth"
"teacher","okay all right now let s go back to the part that student k made okay and we re gonna use student l s picture so this top half was half cause three out of six was half and then we re gonna say she said she had a sixth another sixth and together five out of the six blocks were colored in so she knew that if she added these two things it was five sixths okay what doesn t work is if you just add the numerators and add the denominators it doesn t work okay cause she just said if we take a half plus two sixths it equals five sixths so that rule doesn t work you can t use just adding the numerators and the denominators it doesn t work"
"student","what about what about this if you add that and that and then that and that"
"teacher","what s this and that and that and that"
"student","you add the numerator the numerator for this one and then the denominator for that one"
"teacher","so tell me what you re gonna add did you try that on your paper"
"student","no"
"teacher","try it on your paper first so student k is saying you add what"
"student","the numerator from the two sixths and the denominator from half"
"teacher","okay so it has to come out to five sixths cause student l already proved and student b already proved that it is true so let s see if it works so two plus two is"
"multiple students","four"
"teacher","four one plus"
"multiple students","seven"
"teacher","so that s that doesn t equal this right"
"student","isn t that the same thing like five sixths isn t it the same thing as four"
"teacher","well can you tell me why it works cause student b explained that he knew that one half is the same thing as three sixths that adding two sixths three sixths plus two sixths is five sixths it s kind of like adding three oranges plus two oranges"
"student","inaudible"
"teacher","and you have five oranges okay well she added three sixths one two three sixths plus two sixths equals five sixths altogether"
"student","but how can there be two sixths in the bottom"
"teacher","two sixths right here"
