obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
2021,766,2,162,161,101,14093,,99cd2696d1da74a9e4f32be1ca7ec4c3ec8d38f7537405eef3c0657d6eebd490
2022,727,2,99,99,50,30157,,f30e563365b297745d385db9ca784ced592a94c9f4f513f64b6f09fa922ecf04
2023,813,2,133,133,66,24501,,e7185d8168d02006cf97ffa5ffb93280ed5a815de6adffa9d37eb114999c835a
2024,814,2,189,189,93,26286,,c12ba2b5689eb0003d49aed2606a1e79c3fbef6b9177f2fd5f1b652e71b3c7bd
2025,792,2,231,231,115,22240,,97041a2bb29bab30ecad6bc9bd8876e79a27471d2c29bf7022d6239dd7233021
2026,724,2,497,497,235,37562,,4359275c03f5f358cbbc96706e1ec5f561cec73cf4d9a5a53fdb5b044f965ad6
2028,701,2,267,267,128,18853,,a48871f7bd7274ee896d142b5e0d2e31aebe34d18dceb1d66ff6e2c414291323
2029,704,2,183,183,89,18681,,ff79d71a462113bd5f8c620bf5ca539c02a0b646553a4e46e80380c818a25f3f
2030,822,2,80,80,40,22210,,5472d7615886ff0fc0653bf244a7baf82a607cb0b313f2ccc5499a2e5415c90a
2031,824,2,107,107,54,29217,,b933fe0b92958ec0a374a75c3e911369bd3093434eb8898c2121ddc561221318
2034,753,2,438,438,215,34717,,6ea78a46fbf0a0b6ced4036f2da53135f7f46a98b9d5e16125994d84f0dfe970
2036,755,2,259,259,130,35869,,2aa045dd36ac0c2c10f517657a974535800fa957d3888d5e5bb221584d1381ee
2037,750,2,101,101,51,17603,,c036300fd5e9ace0f98c6f8591695a47146f4f3adb52f1b0d881afcd3559ff70
2038,771,2,363,363,177,22586,,6e398d1b97c7be2ac248459786561119a1de19a8493758affd2d7125c39116f4
2039,776,2,533,533,259,36185,,8a20e7b26a1f4febb04e9837bca2510579d1ccc7253bb3158ad41df70f30c582
2040,770,2,220,220,110,28135,,3d029994a74de1f01ef9b3e1b90080f189882f317fb6d2dbc0040492e5941c0d
2041,742,2,302,302,151,27376,,089ae39bd162f55f8df3426702998640462eb29108ed36f12e2823c475b06a96
2042,721,2,198,198,98,28380,,42ce4ac3ecffe58fdc13a68b2bc0604f16d636dd5fb2cf2b62ca7ebc01c18306
2044,706,2,304,304,158,21254,,db5424fa66147fe1e07f76796311b423cbd4c9db19ce6d21c0a06e1a54ceed55
2045,707,2,190,190,94,21297,,c67e0ca52b6080921e872bb981785bbf48c6732d89cb6cf8a85979d9dc99bf16
2046,821,2,311,311,153,27847,,8a88bb14a394cac1b625be0f0ac040f6087db6a23a817eca257633352a19e011
2047,826,2,215,215,106,31083,,7b50a426e0bd1f0db545fb991ee674ac2f0035de2819d3362892ef0886071d24
2048,823,2,194,194,111,18090,,2760dcf44958cdfd5980ae67b11533b6d423d0a40c6d9622e3bca6ef98144a2f
2049,772,2,346,346,167,28008,,f049386c9a5f15a31fb3811a137c1fefb843f2d7041626776c0545e434ad446d
2050,782,2,204,204,118,18492,,cccd9747dc2a2ea7a8d85cdf87a336a3942837907cf7c644f754b16389a51fe7
2051,779,2,281,281,133,15674,,18fad49ea523f4840a26f7c8cb4cefdaa6085fcbd698fd6e32ca42673944a90b
2052,774,2,295,295,160,15300,,761a2ed3fc25c8324d33aed6b7b9105f377fbd5afa572c0de59bbc243f6f6915
2053,748,2,404,404,195,30177,,2b84497f7ece63bf396c7dc075945ac30e84fcab52c285dace80097b9c3057de
2054,746,2,299,299,170,23736,,043509caa8b4609fb7acabe5f8d2cc45429666300c8e0c6f6e6057d198a013a6
2055,747,2,336,336,166,30017,,a0d23226f7ad31cfbbda10ba1fb129348a3602160873a5fbf29e8d33a6e4acc6
2056,699,2,445,445,222,19168,,43d17c65b51d23902716b6fc065ecb5acaf36a1dffbbbbc05dc8b89fa52742f4
2057,807,2,398,398,205,22871,,3cb7f93caf025b48ac2ab26a92d624668247e7f777abb2fefa808593762312cc
2058,700,2,771,771,322,29798,,15332348b55cc1b380cd069427f99e836f3c7ff1cb36e0eb6f104d72efbcb5c3
2059,812,2,118,118,58,19320,,8c01e67614ba24ad66e8c98c6486680da59ca226cce36b4f635215dc6c9b07d2
2061,817,2,197,197,101,14661,,b121cab7d12d8214fc05101c4147825751e728d456c7b027cb9e6dcfe0655454
2062,818,2,304,304,151,26031,,14f484829e78dd8029c97d7c21ccb2487b6577828e08b9a00b1ad2d8054e24a3
2063,819,2,623,623,310,25026,,33b6b7866a758ff1ae35ffd82e044dea1c18d085fd901b8dad34a3c1a82e34b0
2065,825,2,206,206,1,16345,,286ae4f9f7d9d2d98573e6099f2e8e819b73a2bd89c489602a87e9665b007828
2066,810,2,329,329,167,25036,,3e85ed17437f6087b3e8d9b4977357cda4b993e42360e446ea984eeb026a110d
2067,809,2,372,372,184,17168,,1b510b42d11c42963ed0f05f9cc03021539a72eae5a271b4e41905bf0fc14210
2068,698,2,195,195,98,32057,,575742428dbe3793a9891ccddb9d73f13b43aae8cf1a9a9a94534e8449617f10
2069,811,2,302,302,144,27242,,4c3066de87858a4ec2c35eee7d30d41b30e28c03af9ce32e23ff2d65d3f40bc5
2070,742,2,872,872,386,36119,,5453c63f036b76c72c45d0554e780486ec19ddcd30eb0dd37f97d14473f4254a
2071,752,2,85,85,43,15912,,8f7688ad1ada1aa4fdc4a7755eed51b73cf34fa18ea5a3bc5136ad69e1ccf3a9
2072,744,2,272,272,127,36447,,93e16d7e9ceeda828689be5e116e55d5c4d483370f2c93c4286ceed53cdddaa8
2075,729,2,627,627,357,39550,,818a231c4d67724f551b5fa791db267f6994a328f0413e8880c729d13bb6ba9f
2076,788,2,112,112,56,21909,,dff509cc18bd3a3311099007e5ea9635bdc0389e0f454ae3b01e1944e2a8cce6
2077,784,2,710,710,337,40735,,45416d4d6712dc04d41a1f18593334a77fdd61c50a3db7eb428007501370ac9d
2078,785,2,317,317,181,36070,,f0b8cc6b114771c857d9b32b006b6fbde52d84791da2a88d1033fef4fb8f8c1c
2079,722,2,45,45,23,17475,,16f8324414beba5b82392e1daeffc9389b0c0fbcec18dec8722852fcd2ac0ac7
2081,783,2,361,361,179,27201,,d51983e26d84afb1b45dad697232dccc8fb61bd6a97ecad130b02ae65c6eb22c
2082,781,2,115,115,58,17714,,6b294f8d6e10e82931a141da5b9832df8bb0068312aabe6adba83183a786f7e3
2083,708,2,399,399,195,16153,,6641e24e75414c226d350305b969ef23b3a7b578d8d151a6462ade3f3612a9f1
2084,703,2,328,328,198,20165,,680f542297c337cf2a7396dd883931a975cbc94cee4599cb0a7c661fc5a3751d
2085,701,2,206,206,114,19272,,12f5691dd5e1f9166a41a52befade66afbda0b9eb8268364b301cd58541f9036
2086,772,2,290,290,155,31408,,a1b38ae7373169493cd33199db2c9e7a1f866cfd8b81a5f9ed602715a3ac8116
2087,820,2,277,277,154,26125,,77474c3d857d4b96b219a70c7ca8693b6cfeb030b9848d5e67205f609c1955ee
2088,783,2,205,205,102,18861,,b5a47a7399e74de2900564b849d1f3ac704a50c1bfb8e5f07627fe79d27bfa6a
2089,735,2,423,423,229,22014,,280b905bf2e8a5389c1320f0961bd42a9e9b439fe0a393e751c1ab85c48ff72f
2090,736,2,170,170,85,25047,,dad0529b610dbb99be7f59139d101f6cd9b5f42eecad1fb0d0c9ef67044e8eac
2091,737,2,258,258,129,25599,,828e47d4da507f84f648a98fd4e2b6469a82db6503a045d11e06effd92cd1198
2092,740,2,441,441,218,34462,,cb73d1e52348a9917548720eb186a55fa61e4cb454f14c300f3293114be4fc6e
2093,734,2,407,407,203,27174,,bece981907af65fa9e7c77f88f3f7935ed8bc776f1f07f72a6072f2a1ffbddf2
2094,741,2,250,250,133,21493,,e62e372cb410b191c1bf0bc112c92e824e8baa474b1adc3e6eda11f565eb9198
2095,757,2,297,297,155,22918,,610a0f570acf6afdd5179eb95dc51c3e3515cc59c35982db04e94823203b5a41
2096,749,2,263,263,143,21078,,9f911dd5a9d48a814547f2ed64a8b454528f1473adfe42fe1149c4f5885d3c06
2098,754,2,527,527,263,32967,,5af1fe52fc1da9a68e3b9cfe28cb74a1134626190f3c06cd36a1332301ec8fdb
2099,779,2,377,377,183,25313,,43c71de36317da9ad64d255f3c96789f90d7f4a8cdd633f431e6e313a608aa01
2100,730,2,538,538,260,30497,,93e10d077f4a7c0f24e8be74f0d92a6ab6ef81e80c56f7647f5c21119896d2a5
2101,771,2,342,342,182,19606,,b8a643813ddf012a465679f9ae44267142c6b69f26fa0b53bd0f3538fdeae1b4
2102,782,2,174,174,101,27638,,fada7fa140176b8ed76a63554fa7cf5bab4a90e33d12751c02e0168828f5255d
2103,440,2,249,249,134,36080,,42032f1f972c428717755925b560a523f65fff6113a1c800e5e302c84114c3ce
2105,433,2,526,526,275,44875,,615d6ed264fab68484dba6032789d09184b4a83206a50281a0a7e68b3ddb2971
2107,438,2,330,330,177,29942,,3834869a0ece23c9b999185f82a94e494bf76f3d38c95b67640f90bf327109d5
2108,434,2,431,431,214,47586,,0eea27f440b0a113cf0614149dcfbc59c3eab2892c56cf62b140b9b2a382ed2a
2109,439,2,313,313,157,42858,,88bc2fc0c31e6db851f8cd0752cb9d78f528bd4af2cb14097a40804d3e148e59
2110,776,2,662,662,321,40726,,391de1e978f25915e0957a2257446aaa5ffc6f9899f584eb086cd4afc97aab66
2111,780,2,344,344,191,30811,,b0a1248bc7d5d277c9234b0be676d85c8ea61fccf74d24def24285346446b05c
2112,815,2,553,553,253,25193,,b92a26dd2e4a4a70b0d96049b963a9264ff57ff220aabe714b1e5826b655160f
2113,792,2,241,241,120,23902,,db1f8e8fdb02e0ebfe7c6dba75b1e86c73912d57500578ce5cd9accbac65f8f4
2114,791,2,304,304,151,19238,,464613bd24e8c239db4b0f76272de577502226ce58043bc23d5aa36436dc9d4b
2115,781,2,180,180,89,28246,,67eecb641363fe90ee190b0cabd781702faf317d28db06de3bd7e445a488d024
2116,765,2,259,259,132,12959,,1e1743b1c4e4aa81d4d45fce48547458b5ce1935ffe85b9be692f1e3fbac3172
2117,423,2,192,192,96,23315,,97470c4ec3a3a540780bd24a3b609f46922bba03d575b074dd07f5871b1ae21d
2118,456,2,177,177,89,19929,,13937d09fa77c0f091cb95937f6dd16ad21c5648cde35c0ee8c61c850394a3dd
2119,706,2,323,323,143,27533,,aef76b9a6a3ad0eb81846147e879c181aa0994a84c9f3a7a05b024459f719357
2120,703,2,215,215,107,23705,,84b661cebe477f8ff02d21f3c4ca1648aadca30dd6c5380394cd906e308f7f12
2121,704,2,184,184,91,23461,,8790e811dd217fb526869c32ef4208228c8d57d86b8bd3b016cd84631ef6a9ba
2123,426,2,409,409,210,31574,,991d0ed9fd1c800df321c4554dde920ed60855d7bfd3069bc25d14a46e97a7fa
2124,425,2,281,281,140,18801,,e9462a8dec3019a122340bd1aa389fafcfcad7568caed1af713c0b5c86ebd833
2125,428,2,147,147,74,23662,,d0a8d6868f6d01ff3c081b08aec06ae653177e6b34f1fdd8358b21c86c48b666
2126,403,2,240,240,120,17029,,139ab831c4fe334f82b2f19a083c0df8774863c350478e27567a3df8aec7ed03
2128,427,2,356,356,181,25084,,9711ea5e626045c63f0ab616beb5ac8cac4424ace0cf555f42fc6b64005f66c5
2129,424,2,275,275,129,26871,,3a3b1a50f28e176ea1ac2657c4c4af331401c95c50843f2a34c66901c1c4be47
2130,699,2,173,173,87,15977,,f38a894b3955fdb62e8fa56bfb02b2da7d88d388f627a8a3510759964bb0ceb9
2131,808,2,712,712,364,27495,,ad7aa9f44fd63d903fe7984508b7464185d45505bdb6effa8088fbf0ad808187
2132,809,2,374,374,190,15909,,73fe92990fa205d59ecd38b01a8a454d035f7f2d3b83821e628a08fa85306407
2133,811,2,591,591,298,32103,,c56a532d7c26789030c6ed81719f76e712ba59c38e9d661cef9aff9c6d922a48
2134,764,2,353,353,175,21602,,332349b9aee7bffab537551b47bbc8e26e4a1b834996289439617782c50cf2e3
2135,724,2,102,102,47,9974,,cf2db309c9e26e4527cb3e8d7527c80f368b17d58d8f10ca1ce56c6099381c30
2136,730,2,287,287,160,23419,,8687e1e04490bea31671b553c44e54638bdcadf1f61cb1926f6724167352be9d
2137,723,2,370,370,181,25806,,cfecb458ec9e09486a96064703a68bb9ecd99f671f97dec8cce294128c5c70fd
2139,774,2,212,212,102,11384,,aa50df0924f64a958cef09dc6e9f531a68a18a5b9b6e1260ab954324e9ea4f6c
2140,805,2,215,215,96,30132,,cb1576776ee82b1c84d55c9b01642946ac92f447ce4c636ef946282268373b54
2141,826,2,516,516,275,34747,,e6dc6297a10d40f72369146988e04238045144e1838a2f7fc818b22cd87b9186
2142,797,2,184,184,92,17537,,6a53391de6aafa57c251a692894b00f8dda9dc6e5e6ade43df134367e59b5e19
2143,795,2,147,147,97,15246,,e158ecb5c0bf365175e0b53b50b25df7d413b4aabe661d2a9d154b3a51020eab
2144,798,2,131,131,89,24831,,a492c85713e9ebb2655cba7be6537a56a326d63f5ff68126f72e227dceeaeac0
2145,796,2,398,398,217,24246,,d241806e5572592e4bab2c8011875cb123a0b982f172cc4de3d8e26fe6c8903f
2146,738,2,333,333,157,25130,,733979aea6ee72664a813bee5a0743cc4a241f947fa144a4cb9d90a882ceff69
2147,739,2,50,50,25,20131,,a02a1ba4a648dac3403e8802053ca3b5ef44c95b95e756a5780a0dfb517ec54f
2148,545,2,259,259,138,26725,,aa530fd858ed63adbc3db22ecc5ebf70efb5a2c9de3fe4cfd37c4dff943d3603
2149,544,2,213,213,125,18974,,79b4007b36f9097593b3285ddae0219e70b37b284523b08670be13648e923a4a
2150,408,2,581,581,303,30556,,a59a0837c86eabcbf55d0b94806c10c10911d31bcd9b034893aad14fa80a0e1d
2151,405,2,229,229,132,24126,,8d7ae2a3a33699f7476d6ac82201ca9477c5151fcb8107be0d0d441763e98a32
2152,437,2,286,286,145,40667,,6121b738ffc8498d979e1f8e4394773eaf0fe111f77e071dc4aae3283d5184af
2153,436,2,333,333,174,27184,,b60be3c376a97c1d02781f2628e49996bb73879622add304b0f3c48cf4dd8a04
2154,454,2,448,448,282,26838,,09111e85e547b4d34706cdb182630af8a301c63fb949fca9a43110c0cfe0261e
2155,409,2,177,177,88,25317,,b77d54ec141cb0dd6e66a3de231863b1c69fcfe1dc2386d4964763e2ae98252e
2156,770,2,183,183,101,16448,,0efca8e7c50d15bb6c122deeb912259f636180643060603c9e8eb9c19e88e5b2
2157,799,2,225,225,111,24335,,9a06a8a2b73309605dc2e750487b240124c304d1859fa37fba40e1fd08046a74
2158,804,2,255,255,123,19190,,7f0ffbbbcc4ba36e9c393db94e5e31ea76b0b1bb3d1860b62f781c3550528ba0
2160,822,2,333,333,165,32462,,e276ee7c9a190a3fd8f65acfd05580b59a98c243ea2af4fadbb05eb3908574e5
2161,825,2,200,200,106,18421,,c6f9a4cb0c83428d2b3aa233bfa957daa2cf18d32738d4c3f9a69f8fb3ed4bca
2162,753,2,169,169,85,21537,,e9ae1f8b4837337bf4164775290af345d4d6876a964e6e13dc64412e784f3680
2164,747,2,162,162,89,22058,,0ad33d964bfa0b0a043cd94a36b0d6959e630aae719a4cdd70fd374ad12b1241
2165,755,2,233,233,117,32496,,bb9cb37895e8b4e79b616f76975eb10dec01d12e8c4740972bb7c14bdfe6ddd5
2166,806,2,104,104,52,21139,,3e9fc34e00b6edfcefe3fc1ad0d3a3b62dcbddc7baf5caede181557b4a7d92f2
2167,432,2,124,124,67,19642,,26d478267c628b4f30aa7e16a83884f2c19827bc10d325c7cc4fe103100a48eb
2168,506,2,201,201,98,24742,,90d3a50e66c4ff51a32bf1cde9765ad12818e5e739935a44839b180cf3327cfa
2169,817,2,424,424,203,19598,,b8b8e8df303f76f7acd33cc55292c8e050778612b66d9ca7315c6844d46f5138
2170,447,2,364,364,174,29262,,250869c3ad0972a9b45ba506e6bdeae21db1719f9f932709fcd43ee70d9e3132
2172,446,2,255,255,126,26276,,fb1ba5a659e18d91e7af29caa11adc8e668dcd3fff8cd9fcb07df13bf61058d6
2173,442,2,447,447,222,30174,,80891c6767851e417f59d05eacd058b62cad43b8a86ab1ddda083707718b85f3
2174,819,2,389,389,187,38842,,9c2079e6f7e40662a19ec5fa35343b273d5ce357e02ae4059ed55f48bc83939e
2176,420,2,201,201,97,14302,,1011da838b583d35cb24ccb30303bb5f5be884e0a2ef391f5cc33814864a2dde
2177,430,2,187,187,94,16641,,21d158006c7da5bc144f8019fac8e3cebdd53b443a7e3947e5a4b507ca83d41e
2178,422,2,216,216,107,17274,,04cbe385ea10819e141f529bd9f4de73528847802776109384171eda274dad95
2179,419,2,464,464,264,28052,,bb095592ba3aa2b3c3ed175e8495751513faf84100bbb77ab8616b7c60c17673
2180,418,2,207,207,100,27026,,7ee4a0e3a818f781cf815874b73863e9fb2a3d6fa8a6124d141f19b912e8a51b
2185,784,2,485,485,224,25631,,7e154aebd1e73ffa086d275ff4359dab5bd5bd5663787e7b211a2da50ca3ea6c
2187,789,2,107,107,53,21314,,5b7f357c553597274113b12099d5ab6c7114f06d8c9e7a6099240678faa50121
2188,416,2,502,502,223,32407,,be905003847e01e32c239dd2107cb927d0fdb662ad74279ae732381fadf18e97
2189,417,2,322,322,160,31949,,22b4f8ea3150e82c125e1b3de718f844d187e985576ebeadddbd2b9e709ae3b4
2190,421,2,353,352,173,19695,,a68f1570ca6eef750dd134026f41d00529ca803da42dd4c058b0c4f6a56fc0e2
2191,314,2,275,275,146,25707,,8becfec02dc33a369a2a38e11caec31b33d5da848798a9eab1bd9282bb1d64fb
2192,374,2,508,508,253,40540,,a549f82488c833d59578d7e7474c39cd9381d8dc096414618e4b026321c0f7b5
2193,313,2,276,276,137,25323,,201da33338974c94b4a84f4f569aa8419faf14216ddc2d4bb18ee6138ada9f15
2194,316,2,398,398,228,38792,,a6a4ba57791b1088ded89f8014ee16e98d16bfaa9a1f452deab0faf6fc204092
2195,363,2,129,129,84,12510,,092a5e39f053912af5361a9b7f57e9f491a3e4896ae8ca10ed48fb322bc0d1eb
2196,367,2,380,380,193,30110,,6567a4d631fe34e4d3d9bd5147a8f0a0dc6584a49885a96f99c7c2ce521f67f8
2197,315,2,311,311,165,23837,,ac62c2b18e269047f6983256882cddc2f81c98be79934b3e5655e90d74146df8
2198,329,2,181,181,113,20363,,aeff3072e7022cb52c302cc16a25617a9869d3d2a124fafc34f8f6966105f09c
2199,325,2,284,284,141,26606,,9b8e558feac691e496814e35178f52959a50465ecb59265d19365a8b4915e657
2200,373,2,236,236,140,13196,,097f4c87ee5517d20eb33b4784eea4789de7e8a54e797601fbdc26c3126be0c9
2201,376,2,380,380,180,29208,,9fa0d2167a3b14757dc697f8328c04ea0ec4e1447487b404ec4242aebd0c5eab
2202,328,2,242,242,126,27816,,93ee1098881cd0e51922c645b7ab67598b95dbd421362f28f0a9f43ccb96067a
2203,326,2,416,416,217,30979,,deabc44deef341d2fc6b04ffac419cee92591d2146a9e722a13cff172631c01f
2204,309,2,353,353,172,40761,,bc4c2a1e7df33f2a31b057763e62289f8f3056c0d85c4987021985e4b712ec0e
2205,307,2,515,515,257,36833,,ae4dcc21a82bd34ea41dee7ddb9b3193ae627a99226b87dd5f9d8d50a8813cda
2207,727,2,336,336,183,31753,,844d614919e9d683e3d3d6aa2cae62eb2c68bca3c9c0061b267ffcffa8559326
2208,725,2,529,529,245,23953,,2252048b76c82b64ae3508839637b2d635851341242205362ab73983943d4391
2215,818,2,463,463,250,27564,,b99be53a06184165c89ce045c2c0c773da6ad058ddb100bdb2b950cb3aaed304
2216,823,2,301,301,163,20168,,937fc9d7c63b3610401bebf3b2ced2fd15d7bba957a429322f528e3bc79c6b11
2217,802,2,401,401,194,19248,,00ba817e1af0903a12f3e6d8b915562e20c97a01207281d897bb75f46cd49e73
2218,824,2,509,508,253,39523,,f3afce143d7cacc64c9156520ce1223dadc68112db670e65be8ac2b374e4be9e
2219,821,2,353,353,164,24751,,75f3ffcc8c85c63f62bcffe7fa1dc105ac8ff0e3f1a032dde7e417064098e383
2220,760,2,331,331,164,27969,,2c0bded875680d8785e0fa476cce8d4cbfe4a9a2584d073e9a16fec4dab997fb
2221,761,2,360,360,179,33595,,ad9c81694f8e47de928a84077edcc66b7d941462360b5b93296d46a57c53e74c
2222,746,2,177,177,88,17844,,5bdde9cad2b4adccf2dfc39be52b3bdb62ed68460ccdedd51d24aea348b158f3
2223,752,2,308,308,153,34911,,d1b1c59d2e16e0242e2c7b7cd95f284554dfd08075a74743463548c4887fc661
2224,783,2,357,357,194,39992,,6f009fe0c3619e862c86a4db3345c56b2f94274a6c542ebf23765b5344b2fb01
2231,810,2,302,302,151,18778,,5e8dbe3475c3ec8a6679e63b7d69a069958f48ee2b42c061ca574b211dcad475
2232,698,2,458,458,241,30839,,2b67aabe86e1ee87ebb245a6c9ccd95791299f832baa813abc99291466ff8468
2233,812,2,203,203,101,20707,,9821edfb8fdebcebb574e96d552fc9ad104e029a0ff47f970425fc204c12c041
2234,700,2,90,90,45,20046,,e8a2d2a3eb68033b7dbec0acfbf6a12b30d4d9885552da75e06d952d006c09c3
2235,708,2,390,390,192,19975,,f57db68ad26ef4b7102889a7657e400e6adece0c78b0d81ea0d5a651c29ab4cd
2236,707,2,429,429,235,29358,,8d581d17360c0d659a0ef249ee5ed588412d645d2b6822b5502d32281458ee73
2237,816,2,170,170,84,29930,,28c4d95346471f156b8513d752fa330394dd50fea73a0f2d20202ee18c188972
2239,814,2,404,404,214,30700,,834832b4b93c69ee29bccceb0b459ee989c8d567d302362785ba8b8d53078272
2252,375,2,371,371,179,19052,,6b1433e03d49f4a8f142666b3b199c7cfc31466ddc48e84f72551c8869bd8010
2253,303,2,157,157,94,20334,,5f6338a11a1ef8ef4c5aec8ba3b95607518ab065a6a789d65c494f04ea3574f2
2254,366,2,180,180,104,20460,,fae630572d119f6678136f22bd4d5aec9abb7e6ba846f92f572efad382907dad
2255,362,2,921,921,474,33608,,95697675de74e406c9c6e6d10c6d7bdabc9b9611c076830ee79d3e7b5e6a4e6e
2256,448,2,373,373,209,28806,,5e8ebbb88949738b9bfb4c2218d78a82461b7f7f11cc58b691dd161fdb2fff60
2260,453,2,360,360,200,31100,,08fd4f5af246be2e1620ac0d58e8bad28e0a53d4c9b8667d92a4bb8eaa66bafd
2261,415,2,133,133,67,16589,,996a5b3afd0b21e82c9f252c4a6db0fac895dc55d20b370c24debad00591b04f
2262,449,2,225,225,113,30083,,e77c3806e3dbb0fc1cf34b1017935ce6ad88c37073af7e7d5ca8d19dab95d18e
2263,451,2,205,205,103,17956,,1f20f0c5e77ab4a592fbc55a14df532b82bb8b463c4af3370a6645bbffe0873f
2264,411,2,109,109,55,23666,,c818d529d33771f2ac0cb252eaf2897184ca7a2066ebc7e02da6a3f01b80db27
2265,404,2,325,325,165,29218,,7a55c5b7c166f0536987f4471760e8106644ea0eb429dc25bebaa3a88bdc144d
2266,458,2,465,465,231,45056,,86d0b7e13be20c0a53eaf240eba9bd43a5c3a66c00035835b1021320bc00ecb4
2267,401,2,286,286,169,25791,,9f7b4710aa5bdf21fabd925ce5927f4e57d45dd59a9c7499522e6c230b08a0dd
2268,450,2,341,341,188,24232,,7d4e247ea8fbd066bb754a73e75968ddbe03164d152b32a95b6306960f04fef2
2269,413,2,401,401,219,28211,,9ffec7533d7cb61562d2880980fee42754dd88c6565406dd04aac1f7e1f7fe70
2270,452,2,686,686,329,28849,,c5f2abe2c796f9f22fcce3116ed9ca4a15e2c3cd834981f765c2911edb1a1f7b
2271,731,2,361,361,174,25315,,6350a75c5ed331c8c436660fb19a6138c3a4f1bedc518a296845e3488f6d6b91
2272,721,2,373,373,168,27889,,a041c8be91406c32f80fab11b3c02259b031673c0134dba62a1a109452c08142
2273,803,2,227,227,113,16960,,67bc9d733445f1c1b6417b210c6d0cccff2f66b75aa55144e67294a6a496ce16
2274,802,2,219,219,109,16262,,4fb6067d69d4f4810f7bd302cebacc6bc5d0e2be426f3a5a8c150056229b9aa3
2275,750,2,106,106,77,13379,,6f0c0cbf04c7ece2c00a4eba7c3b7bdc81afc7049de4b58e09dfe2c7b5ca07f8
2276,760,2,119,119,59,19591,,1d94b1b9a0e22bdf5f5f529165ea10138f1ced4ed4814ba1007a00d564d614ac
2277,744,2,329,329,168,37122,,532cf5c369d1547a00db9349e5570acb2316e2cfd2726bc4cd8b3f7d6cb7d269
2278,742,2,498,497,234,38409,,a814e17ce9ef10e59c88bfc9a3cac87fe2627c0c87cfb52ee37580e201cba197
2287,565,2,241,241,121,25481,,2743a547937d7195be338c531b0e456da50feba4100bf5886bd6308f1d3362c1
2288,566,2,376,376,183,27143,,85a22be89c1d3cc0d66dd9e9bc31a35b78eefcfe9b0504e084a8a1f50d2f1e9b
2289,569,2,328,328,186,17638,,aac524d98fa1f3daab96d1c0dd3753c083508d0f6e5ef7d4ebf6e200cd42d880
2290,567,2,208,208,96,23826,,b69bba52a8dec1852a889c8ff6ea321cf85a383bf2bb5976afe0d43d1a535ca8
2295,356,2,327,327,162,35507,,de996bd457dfc72a4f69e9334d30f362d8acbb04211c7f4539c604b7562642c0
2296,368,2,495,495,242,36311,,2362d3df9ec99e0f3437f35f0e4bbc8c50d5f0333b3f75cf95f1d02e34404f24
2297,360,2,373,373,239,10800,,497834ff22e4c47628abfabb27998acf591640acc4f845e9d882dca6bdf8772b
2298,361,2,460,460,223,44472,,81c335fa636170bd6a9297192b21905951130293afae75fcfa958c8eeabfd13f
2299,369,2,553,553,260,44657,,d797b123c6ad1de62db5152d38332f4417964649a74d3cce6055636a27946385
2300,357,2,225,225,111,31315,,79f9a01a94cd5e5ed628e4c4b0d7d071aefb239346ac9c9a48ec4a993fe05f14
2301,406,2,304,304,151,32143,,95e31294525428743d790edc51112cd11135f49bbef58641a94a2e996810d636
2304,457,2,763,763,354,35874,,d0d3ba0defdaa78adf657450abf89785ca94b36a71d7ffd582e67657d16b5cac
2354,799,2,187,187,93,23241,,a387ff0b15ece4bc2e1ce468d8fae3419e8bff738f055dd6a287e39ca7d38319
2356,355,2,117,117,59,11954,,d532736427afdd5b980f0d1c1a2ba273dbc6621a2759850c84ee667d44ed4d65
2357,305,2,287,287,159,23925,,cec5974eeab4feed4fa28726b070fdc83ac926e0dbc765f505c6f59d4cefe464
2358,304,2,348,348,181,28179,,11577bff715e62a7a3f60d38dba04d0eb4f32cd18c54b2638984872212808469
2359,506,2,309,309,155,33475,,0ad403d0a918b348ec4e341e9861b18af36a4c5fdb8bebcb09f6aa10a518d1d3
2360,505,2,358,358,176,26263,,41ce40e62a87f1b11434c75d52ab0806a75981cdf74fddaab29c971a6468438c
2361,811,2,1223,1223,496,44239,,269e6e55d23d6946991d3d34dcad6d837af87dbd7a821f85c0fea3e0a90ee67b
2362,807,2,739,739,326,31434,,7f2dc14e55e8500030be084026f320fd93d21d5d224106f5075f155aa339e2d3
2369,729,2,241,241,121,21789,,27d0c37ca647cd69e3710249f032597d6aad3c9246fda2defee6d4f878283d52
2370,351,2,478,478,234,38662,,1feb77ae55ca933b39d15b13f71dab75a35179a967980bf53559b4ec96153e1f
2372,349,2,183,183,92,20742,,d6245e690be039be8f1f07e3d90346206ba1fbd34e208fe40f74d9c232ea6186
2374,371,2,531,531,252,37757,,97aa35de33282230eeb2495aa25ec935a966d6ee76f7a4a41d63b6ce743b0cfb
2376,353,2,218,218,106,16185,,497a61387401168931c85a9a5abcabec4a5a65f07dc0b283f5650ebbca6ea590
2379,749,2,115,115,89,20412,,3d42ffbe13d2231cb0ed33e438d50261ca3f10f06d06161f45524917028b64af
2380,748,2,156,156,80,23301,,e422cb2b055d32470696dc78dc05963caf502aa16fedd9ba7a9c8c916dc870a7
2381,759,2,528,528,249,36791,,09ee34edfc6ac9d8d2f98884a6cb5086eb4eda82ebc9bda41588889a61497946
