obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
3,329,1,250,250,134,22033,,0112d692df38d6bc3efe2d69d0fca4b2df877126c0e485be0dda3c1bd7fa4e04
4,327,1,465,465,245,39313,,ba079580cb6a4565f913a30e999ef59a45738573d2cc10ec240c23fea782edfa
5,326,1,591,591,287,32562,,1584386fbd878040bf0f03aab87269a899151f9f3ed99c477c9ff8472f7f1f7d
7,341,1,523,523,270,27671,,63dd4b0c4bc7566dc8aab90bf6db8dd236754bce83c2c56b0728364fd0e9ea95
8,350,1,468,468,231,29852,,ea79673f3c956057042c094344b0dcee03696cc4205ad9cca7527d33b9fb9d30
9,349,1,785,785,367,37247,,f5c784f11a0d9239755a140bf874cfc25562ea681e3ec0920bf77ebf59a31fa7
10,304,1,414,414,208,37043,,1f7f294b2849477a1f926d7999e9582d30f7426ad951981f9209a8819148f90e
11,305,1,691,691,337,35964,,10a5d21e26fa14deaa3708ef53780bc39d4ffc3a21d2957325fde1eb132c2e3e
12,306,1,394,394,198,42013,,98810e6dd6c9cb4eae3a628318081a03e1ca57b9e0bfbcff79d4fbe1ba8041ff
13,312,1,237,237,115,21486,,1299a63154d8a2b853cc4e3ff0af8c10bb10801361583a08048d6e2eeec3ec4f
15,309,1,437,437,210,26422,,ae682edc22247dd0e47bf1f2f23d3fc480091427fd1dcbed08ada63f2fae2b06
16,337,1,412,412,204,39390,,d97129a8bd2050c596f202466d1aeb44c8942cb35367f6b87dad07828244c07a
17,354,1,564,564,269,26084,,04a6dad4d685cfe0cea3fb6bb15950dcccaaf588f4fd927181075afb9484912b
18,310,1,451,451,206,23257,,737ad299d3e2d607197da3f0106c11810f64694514e2acccc2090a54ae477e53
19,355,1,451,451,219,22974,,6614f5d2843de1e92fa7c5c599d2ad6f7de83870f36eb107603b4fdb40bd26f5
20,336,1,664,664,326,39834,,87e6245ba90ff8857276c9d34da746585f384d8c1eff6b747bf9e4a87b593d6e
21,339,1,166,166,84,21848,,a5b9bcaa6ca40cadcb5d11e416dedeb46139fe30aa2035505ecee496f312f956
22,351,1,491,491,242,34090,,8cd629710e5e26bca97a068fe1bfd14cb203813d1df29bcccc66c1da6be04138
23,356,1,812,812,403,47384,,007d47926d115442ce9c20478ae5ba46dea99f875f45d9ac3a9d2df4ec095362
24,340,1,488,488,246,33070,,fbf549572cf5069931ae4f9f6bfa80be4b3cdf26ac177b49d14c67530a27fbcd
25,335,1,496,496,246,26035,,cb39179ad9e26f3c112df9af04904f632597fa21439ad8fccabab5402a0a8ea9
26,333,1,388,388,199,24052,,a71f7c6369f6b4dc9192eba1df026d6a77c8e87dcb17a05e9e6ed7e43bca17eb
27,334,1,183,183,90,11746,,48c562f1f985376510c2cb7369145f38034a75f0514885dfcdcb1a2fcddf906c
28,353,1,308,308,150,20781,,477112bbf29e1e569bc8c9e4595a538837d0c25433babba4ee017c2ef14781ae
29,348,1,289,289,139,15131,,078d854445a2faf6f10e884737973f9e21c23357a2a6ba916132541fa7711c4b
30,352,1,426,426,213,34337,,5bab7492053cab0fb58c3462a618f6c9668dc556b6170e4e4dc7a2ae75bf8d16
31,328,1,154,154,79,21625,,2dbbf933ab8281e4e034d4309440e4b73b3938e78cbc4f03f0ad1c14d85696b3
32,325,1,217,217,110,23066,,144bb9bc7f12a4137f998b88b0321bb01d39ec17364d728ea0160ed4ee4377c5
33,324,1,162,162,81,10820,,d3033715219a30da50a2d904f0a25a482ca72fb681ab2861c15ed981cf80ae8b
34,362,1,175,175,87,22426,,c66fa6027c8720da373863f6da931b7f7b22afd4713447d43898b10907756d18
35,361,1,514,514,255,24713,,10062d7079d2f877900b28d6eb15151dc1c308423f641f26c6051f90d499e0a5
36,424,1,394,394,198,30561,,60d701b1e238eceb7f669e3f2afd2241e6c6f0f51def7db57c4df61469521249
38,323,1,498,498,244,27408,,7605c7d3f85b7b761da03b44b8c979b0ef5c99583fa0d5f1e6d30ee954984406
39,321,1,386,386,192,42419,,37c0cbef11b15be7ba2c5763ed2f58331485b92d79759cc8fed31638b2f33b47
40,358,1,455,455,226,21892,,341d80e04f9f060d3485e1935e35ac644b7ba8e5b58691f922b37089b7c5177f
41,409,1,392,392,195,28489,,2edb701fbbf680bf7a9ace364f3e7f88483a21cbd3f55ae52d35b44ad56f202a
42,405,1,319,319,157,27520,,964e8739f33e56c8f13493d4261675d4a0d5dcb9a94f1ec0a77a9ce69ea9f14e
44,423,1,223,223,112,33113,,9c5aab164432b8a2c80fc8b5b73068e57813d061588b5c587d7306ab89aa2dca
47,322,1,352,352,153,29944,,063f648cf767a58439383133d94aa0c31221bf583d697da11de37b0c8d107fe6
48,359,1,433,433,194,18971,,4b6eb6fa5814a29f8e55f5edab2ed2e9fbd1d7a888edc86c9b561966efe3bc40
49,318,1,175,175,93,14038,,5e1f8062150a66285b3fb908dd47aa4ac1f5bdc1662549328c0a83fd72836dc2
50,319,1,272,272,143,21210,,e21b5fae22abb5c5c735f0ca01f7ea2e5baea1943f1709451e240bd5cbdb8043
51,532,1,308,308,144,20385,,83f0a40132967bbf3d9ff286370987ba02193bff62f1c36e4844732495d38a28
53,533,1,388,388,183,20938,,778163673bb75f7f1d5c889af637bfd8c313852430784928d6c5bd6eb4dfdd06
54,530,1,473,473,210,24700,,9935935de358aa8b29c2f06b508e56325d0e16ee4a684aadc362144e8d764674
56,330,1,242,242,123,22257,,691129686d811fbbc02f7c3f1047cf72ee6bc84e4c05420bb2ac3fd339d99c5c
57,315,1,222,222,111,13767,,d61b6128fcec2530ba033d5bcd4d83d269c9f1dcbc2c6ad2b04a0b8746c7e3cc
58,332,1,702,702,320,34794,,8fa6fde1d37a35d6ec394c7ca06fd5a875fb5a16e75a3e09f3013019a3112369
59,331,1,584,584,285,40750,,1b412122fc91e02bc9a731d0855f333860b785090218f10282da44cb072cbb22
60,302,1,372,372,184,21957,,15f35f4edb7e36008e5ba90efa5a74e2dfcbf5c036cae4f7c45649ff75fefbc9
63,402,1,339,339,164,31919,,f1c49905c109c76eebea278b6b32d9a2559df3222a00ffb3a4d5c9c0c2632720
64,406,1,409,409,190,32686,,c3482a0d2474f8b0a3e4c757c3d64d0c7252f54ec23563aa087ace3eca832ec4
65,408,1,268,268,133,22697,,4e512e0e557a1ecde2e27b6a0f1d899cacba31a20cef3c9401ef69857a8aab10
66,407,1,301,301,154,23835,,204cd32a9686fe1de9f3546ca9574d6255e89016373072c162caf341b7ae2cfc
67,427,1,296,296,148,24428,,6d6fec0899353a7fdd26613d16076be6466ef6790707f524b43c7a0bd3ddf867
68,363,1,181,181,94,20859,,a9ea3b1033816f4925197fc479db5686696b63e5873a08ea225dc0b45a5e44a4
69,364,1,377,377,191,29078,,b7c3613cd82b87a63c6e86b28bd0d0281c385411a211c2d8f98b354210e6702b
70,365,1,234,234,114,17017,,18fd66b0234f70028f42d7200b6c9f442106dcb952d7f959a47a839a6abaa906
72,338,1,201,201,99,22708,,81724b38666db48fce2405f781b93a61ce1412ae675e6381d08cf3627e67e698
73,334,1,325,325,140,12960,,0fb94236e85b61e03758af28859420206947e9519188abaa2f8edf88006b7d5e
74,337,1,284,284,147,29973,,6f116aaf41ca2cf7797801e6b0f3bbf0aa6e73db985989d21123c90cc7c0492f
75,343,1,219,219,108,21578,,4243d3e3088e65834282982b793aeafbca97f09594ef42ca5b6fe9d7b7b838ff
76,346,1,576,576,278,37790,,cc3fd12cd356c726442376392725cbf8980c8f74916ae7ba6a93b087120b06e5
77,345,1,297,297,147,21148,,70b1f52f45d7183e50392ef9477d09b6b627d851d6fa518fb5510580f0bc60a4
78,344,1,423,423,206,43496,,00ae87ee9db42cf8264d9d82a2d4bcbb4b0ec348fd4f0ab66fd0558f2316c24d
79,304,1,495,495,243,35310,,f6728dfcedc81dc41e9bee93a4700c90932f6839901a3375533c7570d0a2e636
80,342,1,280,280,134,27465,,da30383c70ce6945f51ee57890f3406acd2ecca923675bc48597904dfee177e6
81,347,1,465,465,229,33483,,6a005688e6018f3fc3f5a1698f96b3b301430e52e3c39b599078cd2daade8fc9
82,306,1,441,441,214,31254,,ef1bd79c584364c8147e882fa31709593d359a55147c36c55ac1b594d31448ed
83,305,1,483,483,237,23270,,5935b606d9e04b0eede477396ecde16e78006887b11ba7ea55b560f959018509
84,539,1,200,200,97,24370,,695ee2bd3980a3572c24e995379dda71ad5856e7608711ef801d558809ac4199
87,308,1,308,308,154,21467,,117941e9309bc0289a9787400627fd1823b7b6bc3aee6144a19b8d0e1647f747
88,307,1,403,403,200,30260,,a8b80dba9043e6fcbbc40e81c5f57439fb55177194e866cdce860d4db73c90bb
89,340,1,212,212,105,20667,,0fb3341473e4bf898e7fba514f03135416d66704e678b77616b5062a79d68fe2
90,335,1,1134,1134,607,37279,,78c2fe10e775623fa158c6adcfcce31457ec6875fb3d2250c8d6a24d95ece763
97,529,1,330,330,157,19996,,6df3ed27d1a3c736ceab13e47ca2aedb8b1bfdf4bc245c57a6361c748b32612e
98,358,1,474,474,233,21171,,05b6c6aaed2d07e9fb7283bba9aebb6d9d3879749d91151d0e758bcd9bd23e74
99,319,1,329,329,164,22704,,ed3dc9b781f43177b670a67b59edf3a248c3748906271c281757b988f527c886
100,359,1,640,633,293,32538,,287bfbb85bc0fb205204e68c555376ccd3102b0ecc27dfaa9d60258ba6df4fff
101,321,1,351,335,167,26465,,dd51bbed04a5af2104ad8148a99ca9197c55b739f173ef2f1060b44714b06e3d
109,357,1,268,268,129,21022,,c656f04638b3d0040d2b4841a82c07cbd8f8027d19f86f970bdb99e89025c5a8
110,356,1,555,555,276,39213,,5bbb1ff5b51a047d873b22c952e9383ada40ea03b849adc0924cc1faa42b1883
111,331,1,308,308,155,42181,,3e7831610e421717f64d97933002aee0c77a6976a8c8965db0ddc02b50d72e33
112,332,1,289,289,144,31363,,7aa7795a1358e7efb659e7bd060cb93f143a9dc579bafd5171f1255207a7d0eb
113,525,1,525,525,249,22367,,b3831533797c0710d56116133a1d66af801bf9c24eae3891081ec87178148089
117,414,1,261,261,130,29233,,365253e6339dc32ea83ae670346eb62fe582f1e2b1c8a059477b3e60f2214554
118,410,1,177,177,87,21032,,746b3f1cc77868bda751285b3a971fbae0da929939a5b46146382778f6648500
119,428,1,216,216,106,22289,,4e9687ca257a4d356359530183bcdcd61128d709700a02aa3f7b845e8b76440b
120,426,1,414,414,206,33967,,ce7ca2f2c0fd479fcb09e6fd3355e62d2397b1ab2745a5f436ec4be0198dba3f
124,325,1,140,140,70,18980,,98bd9e9226e35b8c6dad9a57280f53ca78fd83112aca0cabc63cb63a60185de7
127,349,1,372,372,186,32966,,75f0070d89039862f1dc1b62346b1818bd5ca4bdb872eedccd3b3900b7eb1dd7
128,324,1,298,298,148,19861,,d4d608be72791df9d80484071319cd5836f6184cb506f1edf72e47e9de58c0ab
129,361,1,171,171,86,31131,,76597fb43035a2f3b691ea3431d19f687b795e30fb42874aff059eee02938036
130,352,1,57,57,29,10882,,478ecf1b62755f159724e56e689df97f0cf7f290fef16b32cba4da7d9b2c181a
131,336,1,207,207,100,18401,,a37d3ac90a1530d15975217e2c21ea5106149003e01577acc6180047b8ffc1da
132,353,1,319,319,148,16133,,d9278827e1d7f39a5e59c513bd70df9c14c389cb278439c2b82d0cdd716eb7a0
133,333,1,313,313,155,20511,,040dc0e784f54e4c078548c38faca0a6a7b005bc7a4ec5d50668169c8ee5cd4c
134,341,1,481,481,231,24627,,d31a489f85c253850b1e99b8778a3d4f21d509d8c2b9a875dbc0f991b3388309
136,339,1,215,215,108,19271,,dee8a0a6bb52b32a20ed247ec676a545ed5080c092fe4d3f63c86652076d495d
137,348,1,79,79,40,10452,,1256fece19b76dbb980c997bf80eee3d0b1bdf029178a918c0652af6f0641006
138,328,1,94,94,47,14334,,979e6460e48882d5b0d7659e743500e3eb0565f1df72bc9cd84a6123536d4735
139,350,1,123,123,62,16726,,09906a3eb3febd33ed7fcd73d151287ae0277583485e797a987695e111fea27a
141,327,1,259,259,128,22503,,bdda539d72a084a493a6f134f8c80dd056de87da9d780d595c19a4b8dbb5cc35
142,362,1,239,239,128,25653,,b7aea72e0e61ac1c0c5dbb92c46adeb4251b2e4f09df1408fb95c4d3a21dfde2
144,430,1,587,587,289,30347,,c500369ef2cd8ace2287eafe30137a4f972a51400b814c1b111795653bfe9a8f
146,436,1,412,412,199,26851,,8e6eeee4cf0a2ca0c33856522467b3bc6be3d3be4bfabfede47e9d94026078ed
147,411,1,423,423,217,40991,,88dd3febcef58873b1806eee0d503d193b6da896c9f82f1a07a5a05b252b17d6
150,404,1,397,397,181,29529,,d6317b3617322f6ffa40703bc93c142187479e99b5ba71007d8df19329f1b447
151,747,1,135,135,68,27752,,3de0f8d35d911ff528b0a927ebf2a64834eab8ad49c6544dd8990f45ed69a6f8
152,755,1,492,492,192,43863,,eb44e6a0920b6df135fc7bc37081d1b2ae43bedbc9a9e6eab8cfcc78cc048478
153,750,1,217,217,108,21085,,58624d00532f6dbf7af3a7821ca205ff2296c2e6e4d6b280fb5545b6dae158f6
154,528,1,479,479,222,22332,,c9db9359440b5fc2ad8522e2bd9052e73f88048c45b4001fb06d4a48cbf03aec
155,525,1,849,849,396,34069,,54a9284a035fb7ab92db7829e35c7eec72fc4c5c8a48216be6bbe58e22aa4f14
156,748,1,446,446,222,37381,,b1a98d04fb2916c04fe1cafe247c8f14e8c82a6473ea0a3a8d7d0b98c0c80f35
157,744,1,557,557,255,41806,,5406b818317ffec6bd6d5983eaf340e11be11218a0dd15b7e78775b336d69b48
159,746,1,296,296,148,20683,,72b3c71f5c9210afe358bb10aa9766b0b8a7d60531ac2c41d0881f778c8787a3
160,754,1,285,285,140,25558,,fea0c11970bc940f39b470b0acc807ff323e18cf1660bec39c05d3c8420574e4
163,534,1,129,129,66,16271,,18ccbdaa4e8d8ac268b48fd6dca03a5d7706fcb6463b4020e634192c129906af
165,538,1,472,472,231,24685,,b938d2366417f730c2e6246a42832a700303fe005a9a3c1cdce4c5713cb8a7b8
168,540,1,453,453,201,21456,,fde1304d1d566274347fb36411207d6693b4b7c90628fa184a00dc58f368b053
169,535,1,374,374,176,22490,,171dcf924b1206a559abc3e183a4d1b94248ca91ed9cbc15d7ee30814e7ccc04
170,758,1,209,209,104,17746,,4858d821e7f80fa43519f9c08b71753f135e281e827c68fd0d37a2fb99d6b14c
171,752,1,423,423,221,35163,,914781882b3377d15dcda96b0f0efea62f58174142a487f323ab91bb04a19a62
172,515,1,333,333,144,20659,,4fac4aff138fc4e7b2e50e6e3420b43dc7746a973d23e6a2c69c4e648c431e2c
173,515,1,363,363,173,25565,,6c35c14b3558e27d9fd0758df559aeef5877f1412158c67e91f87ece1e470a7a
176,709,1,185,185,90,19430,,1302b2ff636c0417a13e0d14c121f1f7d9c8c816492a6b43ef715cbcfc2b15f0
177,716,1,467,467,236,31942,,fce1b85e0bc589faf41685d64ae66a4577dba04753df5cdad6a7a291c558ae87
178,717,1,321,321,215,19676,,38bef4a1aa0f5f1c0b838192564eeb4f0cc43b934a217c47f9a411a0c1bfdc6c
179,715,1,330,330,164,21863,,c945cc94ee3f6894bb67ad0b913fafc1536519fcda5e2b45709c8f6a5962f9f1
180,745,1,271,271,129,17828,,aefb23b71eb26b733c2df1499e760c1ac9ef9abf25983cc4603981b0ec5d73ad
182,768,1,570,570,284,32199,,673c7b503e6d6227d6f487ff65c98804e9cb1b9d09487e2b20df0a0d13a35794
183,777,1,435,435,215,28506,,8045ace68c622e76639014c326f02933e7d631b606de33b33843ec680b7facb7
184,767,1,428,428,209,29482,,ce45c0385cc8eddaa59c279f4696f1a5381239f13cd89251356965ce8b172ec1
189,769,1,448,448,188,19697,,b2c3fcd8dedeecc789ed87c1861a21790bc2b827fa99d127d3178d3e1d3e8d68
190,770,1,763,763,336,40123,,8e80bdda982b7c98d92e161c859ab002a150a678b6996fa2f1bfc58aedfe18d7
191,775,1,556,556,326,31255,,2eaee19f250f0dbfefb5b996f3f9ce6173dcca06056fde7391e9ecfcc9fd533a
192,772,1,210,210,108,26890,,b002b9101ea1b28e5671377daa7218bd11bc42dbf9c2501813c47a6d9bbf7ca7
194,766,1,174,174,86,18593,,22671a3ce1c40fcce333a39573e01043cb02f72ac7372fd3a363e57d51c5c349
195,764,1,390,390,198,22460,,13ea6806ca853d1bf22fdc418a332ef4e2cc785ccae9acd0c785098eca5a0362
196,763,1,160,160,77,19397,,e327e67798ebe870f27e2f3f83e75d4f6456e2f3e37ee685b74fc115f236cbc4
197,762,1,355,355,177,23430,,5127379a01583105059d59a27b4b207d5a03e9c7753dc00ad10671ffc2024103
198,759,1,316,316,206,32711,,8a3a214817124ea18de794d2ce709ded2910b5f99233e0ab8abe1573442ac977
199,323,1,553,553,269,24900,,95d84af4654011dc9286e250a62cd75f46afb47ee4cdb14173cfaf86952bfd29
200,318,1,499,499,260,34406,,b7c57f8d6c18d489399015fca2c4b4d797345b63ea85b314cf45f52af8a4499c
201,309,1,559,559,300,31419,,f61e20749feaa6f432288cb0006ae7faa0575d8d884bff819445723511a637f4
202,308,1,270,270,133,16305,,b5dea8ac843c50425c3600dab1cd6149d9697703808a060db82ae9418b4b40a1
203,310,1,523,523,252,30704,,6c6016953b5b8c5b4f792cb9872eca83c015a9e16b1f0c43a182ab18661c36c3
204,307,1,553,553,270,37361,,ca19fc07b40715e9505515916ad6efbea7cd1d83a3b5f2b7486e29c3df45bb55
205,343,1,200,200,102,17295,,b48e853ae2385f783bd48060ad8163b368af7fe690b50c1c452e2a50359f79c1
206,342,1,415,415,197,21691,,05d8c636b229983f4a0df4f46fd9333a7ce62b7a352be823fb63b78d1ee65988
207,346,1,516,516,276,41527,,3f907b5e7eda5c73f67913a3e9f414a1001c83046d8d1d1a6fd8d4105f3ac7e9
208,344,1,826,826,423,47578,,aba4ea2a172373366d7b2a3101fd6bd0f08077a0cb35f866bf0c6d5dae97eb6f
209,761,1,260,260,146,36519,,638ecc8e50cfd2dda0293ed4815c7f3a6720d1dc791e80a101dbd99000266470
210,742,1,385,385,191,29026,,a3b6b58b0ec742fc76b26065f0d1b540628142866718259a6303a936fadce144
211,718,1,557,557,281,27621,,ce0162cca010907a597db9465b0efa22ee837d7ac222796c7c6d86ce00d5adfb
212,719,1,135,135,67,17350,,686c9c6b5908d146e72528cbdffa884778996ae8b30171eebe1c2a1140c8bd83
213,714,1,156,156,78,18584,,bc9c622448dae8267efdfa9d7a88293fa0ba64e4765c2276ddbde84543f81870
214,712,1,517,517,275,28487,,17c10066befd95b0d3c8ce99bd3ecacbab4952d276ee39c8ec0d7b8f53e2e3da
216,700,1,212,212,104,18715,,b635fe9937053f85232b8d166706fc39252fe783c1e5a0435e97f08979bb30b0
217,699,1,163,163,124,20763,,24f5a12f23f12c9d61a6cd4c2b5a65c8f0f2201e372a51fc2f934b815a991b98
218,698,1,200,200,140,32105,,43cafca1df1a558241c907508453a200e89bf2a093438eef8eb1ab05e29152a5
219,697,1,431,431,257,29898,,abb3e9539d293637bdb6c6b8f558ef43cfe32d806d7cdada902bdf7fcaf41429
220,757,1,178,178,89,27804,,6e86be6aae7fdff14d0cce73de5bf918324d642311882a163e7ed2b77079e852
221,756,1,676,676,333,41044,,5b1b2a67c02d74471a26c77f62c509ca61968bcf44974b355813e206847ea81a
222,749,1,378,378,193,22612,,7913ccc6c616dc79b55519e5ac25f29d82d2a7a6974fe7a4be240685ef2c3b21
223,773,1,395,395,201,45737,,7b5676208ec003d89742c8bbbb40b4049c181b8151fcc70ba1f00bb9e968f1a7
224,782,1,536,536,243,33868,,d57e659b658db048464f8af85ef2545477f13f403e2d9fe1a39ebba28ae11b40
225,347,1,362,362,181,32636,,9ba8c7cad29cef0dea83d650829d2c5bd83bbaffc0c9ddba8a3e38099881785a
226,776,1,465,465,255,35758,,ecf743668ddbe88d5aec1d532d8706d07a70eb61794ddc98b6579f9df714fe40
227,345,1,731,731,365,48719,,297f9263926080a336d3dd9b8d30ee27c6da34e4b7f5873b4fc14b4178f08e5a
229,320,1,168,168,85,16063,,dbb23c3c4ebf8c6d3a4bbfc038adf9b1fd4ce271723329b0c7d82f940ad98e36
230,312,1,386,386,178,21567,,748ff0e9af4690caea123ec9b2a90b1aab090146e14a3b1a0c6a5365a6f26946
234,784,1,535,534,275,34008,,2707061808bcbc261310353ef76e48dea55170e71a82fbccd70ba17fe984a350
235,787,1,306,306,149,17094,,2d0cdaf8d99e019416e3a7e25dfb912745f6ff9a2e06d9ecb6df1e973ce0c46f
238,435,1,476,476,234,33752,,1a501bf06372feea9c061c5baa87174cd52e05a036dc695948c682cb64f556e6
239,445,1,444,444,220,44827,,8d475ed18e109a55d8d3187403dafdb8fb3d6a85603f9aacfa243f48f0044a1f
240,445,1,409,409,214,33144,,2112b646e5920352e9a97342ce414c729a32a94bac2a3f7b283532a267ffe0c8
241,412,1,181,181,117,25523,,38c09ca066aaed6f13202e2a437a95187cbb540e358ac0a1cfd89ef176f7924a
243,702,1,538,538,262,19518,,bd2e84bff088deb8b402f4c3f6401075715fdcadad5f8d704ffe710188ce43d1
244,703,1,504,504,239,23165,,4dde0e932cfdb8df9fef461b9dcf171c6ec3fb2f280c2bba539100e157f59354
245,707,1,433,433,197,20194,,b527947d9065729908e76893428735441c63f0a1d7c10e2faaf533101be05226
246,781,1,298,298,157,30994,,3e452850f8ca21c54f95cd282d9cc670fbd2b459e5cad478f1982cbfa03bb8d1
247,774,1,260,260,143,17062,,b475527fd8fcf4518633d4f339759f7f5bf77c4066584b0d376b7ccec2febd1f
248,771,1,576,576,281,33797,,8dc9bb32e8608b6816d54aee97d6439b5a83cf9f0469d3c4430c618aaca99c12
249,780,1,448,448,222,36795,,3fa8f3df82133ca5d1f2ece34167b481b64d06b7b519b5cc7df0b2a5a51e8be3
250,313,1,257,257,136,23309,,35c15f6fd7060f99a4c235619be4d0c827cab180a447d92b0d4cba3690867f2f
251,316,1,440,440,219,36198,,60483fc3fc370698ddd2ca29d59ff3eb0be98a5bb65c235be2d73b4548e84570
253,355,1,120,120,75,11539,,c7a761d45e90e3dab3057e13b2cef502645f0d1192d76f6b89cb467cc3bb774b
254,364,1,488,488,241,30227,,e262fe5f832c5fd941813f3e2b4980d96a388ade73bb27299837e93bf0e6b9ac
256,303,1,363,363,196,31610,,9d23714ad50d289290e6915fceb717b589b746b00f6b028325903534be3933d0
257,354,1,264,264,142,15539,,e6e3009b474fca9ba8f596a0865769cdd1c30c6672e04d054042e9904bf21ee6
264,708,1,522,522,260,19233,,f6426dfdf98aea8bc9525e529c11b7f3cfcae7b1df4f8f3ba0bd61c60725be15
265,704,1,130,130,64,13547,,6ff59ff39c84a8a7b1ecf8386dc9718707b8a99d20e3c0612fbea958153d3aee
266,706,1,175,175,87,22087,,bc0b614d935df1378066d8042fe95eb2daa35fedb2133fd6484c76ee9013f5c1
267,751,1,429,429,218,28589,,60d76a2dce9b94d7748c2093ed927b272798ed6587afd53dbcc3756aaacf2fa5
283,753,1,320,320,159,29621,,8286f53ef76055f0b1c516abac0248e2876eda1709cb8b475912fce023f7286f
284,760,1,419,419,207,37921,,fec1b6e46cbd857de3f390dadff345088f8c65e7721fab5f8de6bf5a95a6e617
289,726,1,355,354,174,31315,,516fe71a2b64059f04e99619334e3e9591edc6f44554b31322904e064f2b332a
295,772,1,144,144,71,18994,,7b1e851446359e9140c6c7ce017d8cc685c7aab00a3e70e8a4c0b903de21c482
297,774,1,336,336,178,19804,,644e99333817b512ff392616a75a19ba7806663e1437cb93db11f4aa33f26415
298,771,1,572,572,281,33165,,7b102e2ae0528eda7adad408d2bda6df3fca5190acc16c1f97ff29b3496be2e4
299,780,1,293,293,148,30640,,6f590ece262e0b0db10f8e4ba858f9e991c7bff3082e425406be0257bf96dc0a
300,730,1,269,269,133,19435,,cfca3fef300230c5939d9b773991e13bafff9be2a3b4147a5d7b280d0bff1d87
301,731,1,296,295,145,23742,,35c8dfffe11d0786307e2e3e7fbdf6bc156865fbf5027842a4c1053bb0058a7f
302,729,1,383,383,189,22426,,1d5a6108d295805401e6fff8cc884a7dfde5fcb3664904d1b701458ea8518c7b
303,744,1,268,268,133,38030,,b559b1384b8d566d6c165539d31a473a43120ecef828137edb051d507f0b72de
305,713,1,224,224,113,13657,,a2eebcfbf773262099bacfabf2d934e824c245e1d35c2ac08404d9562cdb3ea0
306,720,1,441,441,225,24514,,098e648c93486e4444253ab06777c39d43d2bd65bf62371147de5536a75d3e2e
308,711,1,260,260,187,20286,,85c20783a82acc75da9aa73353366509c98c2a0896f587d85294405091e1763a
309,710,1,353,353,166,21629,,9f33b4f50b035cd2eefc5be982c5a315a1c0bf4703259ff287480c2b434b540c
310,444,1,428,428,215,34402,,b86be0fec2e94e1b1c2e7457acc728d5d35ad0367a6383a6bf068f37ff0f973d
311,413,1,321,321,158,24951,,84257174a9a0c34ca9731e488373c6affe92b6a59d541f39751062348cfe57f2
313,415,1,586,586,280,41604,,0199d138640f4c077019ef27502a7444944d346e2a7725b2247ad9deb07942ec
315,445,1,520,520,262,35910,,3b36550134fdab9284698c5bd1f3cc64c88d9a93f832df9c7f0e9c03fd561744
319,446,1,243,243,121,25781,,c744def6396cc4b50643ae11612d6852207cfcade405414ea45b49586df1a462
321,725,1,326,326,161,27341,,febc53121240ba84e026a8285cfbbd7579c59b3f5e448d5657fb893e770b1465
324,738,1,392,392,198,28857,,b1d8ca47edbb2835f91957b675e760213f8431f2a3eca5977eab5282e3059409
326,727,1,432,432,214,32304,,c6805c9e87d4c3a04d72d6fd048b12995849a0d4a3a56fb47b261de0272d3112
327,741,1,457,457,220,32573,,c964243739dd226de5ab06adc964995aceca6e172339f6984a67efd048c8e909
330,789,1,453,453,212,27753,,491e9145787d779e939f72cd11831c1cdfe769a201cdbd527baaeacf698516a4
331,786,1,452,452,231,33276,,d8dd1930515efb9ef0160d36c3ae08dc5962b20860cf3e23cb3679630c20eccc
332,783,1,459,459,231,35010,,0e6b4315696d5d17edfe85b1a5c45ecf7ffe737b9954ccb5d70b2492906e6937
333,330,1,359,359,194,29077,,5ebc7faa71a2c6bc3ba5d88e5f0bdbf8fbfdb855d97a26904b9c2c237fa999e0
334,330,1,498,498,239,35575,,f0dfd1ee0b11faf75ed0ed3e40126c9818d11f45b125e357c2a4e583404276d2
335,357,1,271,271,159,19346,,db89ae6a558f49549c08bd1082096acbace2b82c78ee01c6db8508fd841bde10
336,796,1,879,879,396,37117,,2a86c899d5c599b0700f7d017e7d4e16dfb97b18825eb198cfca0e4d33f9e6cb
337,797,1,437,437,211,32407,,33715071bd77ee396c2c72e7c8ad7a74355b341d2f4ca3620f4a2820d0a825d5
338,798,1,165,165,81,36366,,dc66933ffc2ae4b5b481e0fe8bf8ec8bc58d0c52dce19837ae592416c1bbf17a
339,795,1,607,607,296,34380,,e5cc5461274914373d3bd77f26e862f43ecf3ea1c8a5c569e33373efb2321ec9
353,758,1,377,377,193,27362,,a1a0af6f987531fc7aa5439b760cf10f37cf06fd729169aad6f5e680128a4970
354,749,1,787,787,362,37200,,8d6bc5b3437fca5e9c8c6d60fb2bd0763b198560d0a49a75f5b3c4ccd011601b
355,769,1,468,468,211,17766,,60111cde1baf5653a0bb65892535d131524622b89f2d058f9d33cdda5852838f
356,770,1,565,565,286,31313,,2a1f986d2270610bbf0726879baf7e72ec67a6312371d4a492dc5f545c1456b0
357,775,1,489,489,255,24267,,29250d4bbcab9d1183a8288dbcd439457c4d8e58411489bad007519e40232a62
358,772,1,330,330,166,29854,,4a038210708b193ae45387a5da326cfd789b9ae27b62c8f01f442fb83ab56d13
359,754,1,271,271,147,26127,,c66d70546c84009672f057c6a10d361a3553385030e3fe8cee0a8bbd51940000
